county,lat,lng
Lake,42.7935,-120.3874
Anderson,38.2142,-95.2933
Lake,39.2025,-106.3448
Merrick,41.1690,-98.0380
Winkler,31.8500,-103.0482
Monroe,41.0298,-92.8690
Newton,35.9200,-93.2178
Thomas,39.3509,-101.0555
Franklin,31.4772,-90.8979
Northwest Arctic,67.0530,-159.7210
Kane,37.2851,-111.8877
Major,36.3116,-98.5360
Ferry,48.4703,-118.5166
Clay,36.5511,-85.5439
Power,42.6937,-112.8407
Boise,43.9891,-115.7303
Doniphan,39.7881,-95.1468
Goliad,28.6571,-97.4265
Dade,37.4320,-93.8503
Castro,34.5299,-102.2617
La Salle,28.3451,-99.0997
Crook,44.5886,-104.5699
Elliott,38.1179,-83.0976
Pleasants,39.3709,-81.1606
Chariton,39.5151,-92.9626
Valley,48.3653,-106.6674
Worth,43.3774,-93.2608
Swisher,34.5304,-101.7350
Rappahannock,38.6848,-78.1592
Tillman,34.3728,-98.9242
Grant,37.5623,-101.3080
Harney,43.0641,-118.9679
Hutchinson,43.3349,-97.7544
Lake,36.3352,-89.4935
Dallam,36.2779,-102.6023
Pepin,44.5829,-92.0015
Kit Carson,39.3055,-102.6029
Childress,34.5292,-100.2076
Thurston,42.1582,-96.5440
Lexington,37.7825,-79.4441
Forest,41.5130,-79.2361
Nicholas,38.3356,-84.0153
Wolfe,37.7393,-83.4932
Calhoun,38.8445,-81.1176
Grant,44.4915,-119.0073
Kingman,37.5589,-98.1363
Union,39.6256,-84.9251
Pierce,42.2644,-97.6013
Jefferson,31.7342,-91.0373
Grant,45.1719,-96.7677
Dallas,33.9699,-92.6544
Van Buren,40.7532,-91.9500
Jefferson,40.1757,-97.1427
Brooks,27.0316,-98.2187
Lee,37.5948,-83.7162
Grand Isle,44.7968,-73.2949
Wallowa,45.5799,-117.1811
Adair,41.3307,-94.4709
Quitman,34.2514,-90.2891
Caribou,42.7705,-111.5623
Refugio,28.3253,-97.1656
King and Queen,37.7186,-76.8953
Nemaha,40.3877,-95.8498
Pendleton,38.6807,-79.3509
Charles City,37.3567,-77.0622
Cameron,29.8754,-93.1937
East Carroll,32.7325,-91.2350
Tucker,39.1136,-79.5650
Weston,43.8405,-104.5678
Bailey,34.0685,-102.8299
Bon Homme,42.9885,-97.8846
Southeast Fairbanks,63.8762,-143.2130
Schuyler,40.1580,-90.6151
Russell,38.9148,-98.7624
Fremont,40.7456,-95.6047
Randolph,31.7626,-84.7542
Monroe,34.6778,-91.2039
Wabaunsee,38.9533,-96.2050
Ida,42.3869,-95.5135
Benson,48.0694,-99.3660
Pembina,48.7675,-97.5518
Powell,46.8564,-112.9361
Presidio,29.9998,-104.2405
Treutlen,32.4039,-82.5673
Clark,40.4103,-91.7384
Huerfano,37.6847,-104.9606
Henderson,40.8181,-90.9251
Saguache,38.0806,-106.2815
Lafayette,33.2416,-93.6070
Pocahontas,42.7342,-94.6787
Fall River,43.2394,-103.5275
Blaine,48.4327,-108.9586
Cumberland,36.7866,-85.3885
Clinch,30.9149,-82.7062
Lac qui Parle,44.9955,-96.1735
Brown,39.9618,-90.7504
Beaver,38.3570,-113.2358
Pershing,40.4403,-118.4045
Kearney,40.5067,-98.9480
Gentry,40.2121,-94.4099
Hancock,36.5236,-83.2219
Pawnee,38.1813,-99.2367
Moody,44.0220,-96.6709
Burt,41.8515,-96.3286
Chugach,60.7228,-145.7754
Woodruff,35.1863,-91.2431
Buena Vista,37.7319,-79.3568
Norman,47.3265,-96.4553
Menifee,37.9414,-83.5989
Surry,37.1098,-76.9002
Stewart,32.0785,-84.8352
Spink,44.9380,-98.3462
Edwards,38.4165,-88.0533
Howard,41.2200,-98.5171
Wayne,40.7395,-93.3274
Bottineau,48.7922,-100.8333
Galax,36.6660,-80.9176
Moore,35.2846,-86.3587
Rio Blanco,39.9798,-108.2171
Prince of Wales-Hyder,55.7997,-133.0192
Bland,37.1340,-81.1302
Antelope,42.1769,-98.0667
Calhoun,31.5292,-84.6245
Luce,46.4707,-85.5444
Reynolds,37.3623,-90.9691
Wilkin,46.3570,-96.4683
Talbot,32.6995,-84.5330
Clay,40.5244,-98.0513
Essex,44.7275,-71.7359
Ellsworth,38.6966,-98.2048
Sullivan,40.2106,-93.1115
Taylor,40.7374,-94.6964
Teton,47.8372,-112.2406
Gilpin,39.8575,-105.5226
Hamlin,44.6738,-97.1883
Carter,36.9412,-90.9623
Jefferson,34.1110,-97.8358
Broadwater,46.3324,-111.4955
Fulton,36.5540,-89.1874
Bear Lake,42.2848,-111.3297
Mitchell,39.3933,-98.2094
Sullivan,41.4462,-76.5122
Garza,33.1799,-101.2984
Gray,37.7382,-100.4379
Osceola,43.3786,-95.6237
Alexander,37.1915,-89.3375
Greenwood,37.8778,-96.2326
San Saba,31.1552,-98.8176
Shelby,39.7978,-92.0766
Grant,45.9340,-96.0122
Carson,35.4035,-101.3543
Stanton,41.9169,-97.1939
Pondera,48.2279,-112.2267
Sherman,39.3514,-101.7200
Ohio,38.9501,-84.9652
Lynn,33.1768,-101.8161
Dewey,45.1566,-100.8718
McHenry,48.2346,-100.6363
Van Buren,35.6960,-85.4526
Ontonagon,46.6644,-89.3148
Cherry,42.5450,-101.1186
Alfalfa,36.7310,-98.3240
Greer,34.9357,-99.5608
Cotton,34.2902,-98.3722
Floyd,34.0725,-101.3032
Ottawa,39.1325,-97.6502
Wirt,39.0225,-81.3786
Crosby,33.6146,-101.3000
Crowley,38.3266,-103.7845
Chouteau,47.8806,-110.4352
Miller,31.1640,-84.7308
Putnam,41.2045,-89.2858
Haskell,33.1782,-99.7303
Aleutians West,52.7980,-106.6061
Dixon,42.4931,-96.8677
Iron,46.2623,-90.2420
Bent,37.9551,-103.0716
Martin,32.3060,-101.9512
Covington,37.7786,-79.9867
Lincoln,44.4126,-96.2671
Lincoln,38.9880,-103.5140
Hartley,35.8400,-102.6029
Coal,34.5882,-96.2978
Lander,39.9338,-117.0379
Morris,38.6874,-96.6499
McCook,43.6743,-97.3685
Fillmore,40.5247,-97.5965
Audubon,41.6846,-94.9058
Mahnomen,47.3253,-95.8091
Harper,37.1916,-98.0754
Stevens,37.1923,-101.3121
Washington,39.7842,-97.0875
Day,45.3671,-97.6074
Tripp,43.3459,-99.8840
Hansford,36.2774,-101.3546
Walworth,45.4300,-100.0315
Norton,39.7844,-99.9035
Pulaski,37.2232,-89.1266
Emporia,36.6953,-77.5356
Cook,47.9026,-90.5351
Stark,41.0934,-89.7974
Lincoln,43.0024,-114.1383
Beaver,36.7497,-100.4768
Yukon-Koyukuk,65.5087,-151.3896
Phillips,39.7846,-99.3470
Delta,33.3863,-95.6723
Warren,33.4089,-82.6767
Ransom,46.4562,-97.6574
Brule,43.7181,-99.0809
Boone,41.7068,-98.0673
Schley,32.2616,-84.3147
Sheridan,42.5048,-102.4089
Polk,41.1869,-97.5684
Wheeler,35.4013,-100.2698
Jim Hogg,27.0434,-98.6973
Atchison,40.4308,-95.4281
Lincoln,37.6433,-114.8776
Calhoun,33.5581,-92.5030
Johnson,40.3926,-96.2651
Craig,37.4817,-80.2114
Hyde,35.5305,-76.2509
Pickett,36.5584,-85.0749
Garfield,37.8549,-111.4431
Thayer,40.1762,-97.5949
Rooks,39.3502,-99.3250
Gallatin,37.7628,-88.2305
Scott,39.6441,-90.4747
Big Stone,45.4261,-96.4109
Custer,38.1087,-105.3675
Kingsbury,44.3696,-97.4915
Dillingham,59.7991,-158.2351
Scotland,40.4526,-92.1470
Ringgold,40.7352,-94.2440
Scott,38.4822,-100.9069
Ouray,38.1555,-107.7693
Dewey,35.9876,-99.0080
Marshall,45.7586,-97.5986
Mills,31.4952,-98.5955
Washington,39.9710,-103.2013
Dickey,46.1102,-98.5047
Toole,48.6554,-111.6957
Calhoun,39.1693,-90.6676
Putnam,40.4789,-93.0162
Crane,31.4285,-102.5156
Carlisle,36.8532,-88.9710
Furnas,40.1764,-99.9123
Morrill,41.7160,-103.0105
Hudspeth,31.4562,-105.3865
Musselshell,46.4966,-108.3981
Republic,39.8278,-97.6506
Menominee,45.0044,-88.7100
Schuyler,40.4703,-92.5209
Hot Springs,43.7189,-108.4421
Cameron,41.4368,-78.2039
Mora,36.0106,-104.9451
Barber,37.2289,-98.6848
Mineral,38.5386,-118.4350
Hickman,36.6782,-88.9761
Hamilton,43.6611,-74.4974
Tensas,32.0018,-91.3401
Oneida,42.1950,-112.5394
Sharkey,32.8798,-90.8132
Owsley,37.4192,-83.6831
Kimble,30.4868,-99.7487
Holt,40.0944,-95.2155
Grant,36.7961,-97.7861
Dunn,47.3568,-102.6182
Phillips,40.5939,-102.3576
Sioux,46.1127,-101.0404
Guadalupe,34.8633,-104.7906
Mineral,47.1472,-114.9983
Wahkiakum,46.2918,-123.4244
Florence,45.8485,-88.3981
Deuel,44.7601,-96.6680
Kittson,48.7766,-96.7829
Bath,38.0587,-79.7411
Mason,30.7177,-99.2262
Hidalgo,31.9140,-108.7148
LaMoure,46.4569,-98.5355
Nuckolls,40.1764,-98.0472
Adams,44.8895,-116.4538
Custer,44.2411,-114.2817
Gregory,43.1924,-99.1856
Pope,37.4127,-88.5615
Stafford,38.0310,-98.7174
Meade,37.2382,-100.3662
Corson,45.7086,-101.1969
Union,36.4817,-103.4710
Valley,41.5673,-98.9819
Storey,39.4470,-119.5294
Pierce,48.2496,-99.9718
Phillips,48.2592,-107.9132
Columbia,46.2975,-117.9078
Red Lake,47.8717,-96.0953
Haskell,37.5622,-100.8712
Tyrrell,35.8172,-76.2090
Norton,36.9314,-82.6262
Hardeman,34.2903,-99.7457
Knox,40.1282,-92.1481
Echols,30.7101,-82.8940
Ellis,36.2184,-99.7547
Hemphill,35.8375,-100.2705
Sargent,46.1078,-97.6306
Hardin,37.5182,-88.2668
Wells,47.5875,-99.6609
Edmunds,45.4188,-99.2153
Kearny,38.0002,-101.3199
Lewis,46.2370,-116.4263
Lyman,43.8958,-99.8474
Fisher,32.7428,-100.4022
Costilla,37.2781,-105.4283
Sutton,30.4984,-100.5382
Cavalier,48.7723,-98.4648
Reagan,31.3662,-101.5231
Lake of the Woods,48.7712,-94.9046
Harper,36.7888,-99.6673
Clark,44.8583,-97.7295
Chase,40.5242,-101.6980
Knox,33.6061,-99.7414
Sweet Grass,45.8139,-109.9410
Kinney,29.3502,-100.4180
Upton,31.3687,-102.0431
Roger Mills,35.6883,-99.6958
Adams,41.0290,-94.6992
Mercer,40.4223,-93.5686
Smith,39.7852,-98.7855
Kimball,41.1977,-103.7149
Baca,37.3192,-102.5604
Baylor,33.6165,-99.2135
Catron,33.9153,-108.4047
Nance,41.3973,-97.9922
Webster,40.1764,-98.5000
Osborne,39.3503,-98.7680
Bennett,43.1950,-101.6640
Real,29.8317,-99.8222
Hanson,43.6748,-97.7873
Crockett,30.7230,-101.4121
Aleutians East,55.3665,-161.9813
Sheridan,48.7212,-104.5047
Harlan,40.1765,-99.4046
Granite,46.4045,-113.4404
Donley,34.9654,-100.8140
Lipscomb,36.2777,-100.2731
Coke,31.8886,-100.5299
Jackson,43.6942,-101.6281
Shackelford,32.7360,-99.3541
Traverse,45.7722,-96.4716
Chautauqua,37.1500,-96.2454
Petersburg,57.1195,-132.9344
Emmons,46.2851,-100.2387
Foster,47.4571,-98.8830
Woodson,37.8867,-95.7401
Bowman,46.1126,-103.5206
Baker,31.3261,-84.4447
Hand,44.5478,-99.0049
Stanley,44.4123,-100.7359
Sherman,36.2777,-101.8935
Hall,34.5308,-100.6811
Concho,31.3265,-99.8640
Sherman,41.2206,-98.9762
Lincoln,39.0453,-98.2077
Perkins,45.4905,-102.4757
Glascock,33.2293,-82.6107
Fallon,46.3340,-104.4174
Franklin,40.1763,-98.9528
Rush,38.5232,-99.3092
Collingsworth,34.9649,-100.2700
Clay,31.6263,-84.9801
Douglas,43.3869,-98.3661
Sierra,39.5804,-120.5161
Schleicher,30.8975,-100.5385
Copper River,61.8834,-143.9680
Perkins,40.8509,-101.6496
Brown,42.4300,-99.9295
Nelson,47.9217,-98.1920
Cochran,33.6042,-102.8285
Jewell,39.7847,-98.2183
Ness,38.4794,-99.9162
Decatur,39.7847,-100.4599
Edwards,37.8876,-99.3122
Trego,38.9143,-99.8728
Logan,38.9173,-101.1484
Hitchcock,40.1763,-101.0423
Ziebach,44.9804,-101.6658
Aurora,43.7180,-98.5616
Wayne,38.3243,-110.9039
Harmon,34.7441,-99.8463
Morton,37.1914,-101.7992
Gove,38.9161,-100.4830
Pawnee,40.1315,-96.2371
Cheyenne,39.7858,-101.7312
Frontier,40.5301,-100.3942
Chase,38.3020,-96.5939
Butte,43.7229,-113.1721
Webster,32.0468,-84.5511
Hamilton,37.9991,-101.7912
Haines,59.1199,-135.5000
McIntosh,46.1118,-99.4412
Sheridan,39.3503,-100.4418
Wrangell,56.3317,-132.0223
Hettinger,46.4325,-102.4603
Denali,63.6714,-150.0118
Elk,37.4537,-96.2441
Rawlins,39.7852,-101.0757
Kiowa,37.5582,-99.2861
Kidder,46.9801,-99.7801
Graham,39.3497,-99.8832
Liberty,48.5617,-111.0246
Rich,41.6323,-111.2445
Renville,48.7190,-101.6578
Niobrara,43.0565,-104.4754
Sanborn,44.0234,-98.0914
Greeley,41.5674,-98.5212
Grant,46.3583,-101.6397
McPherson,45.7664,-99.2214
Faulk,45.0710,-99.1453
Griggs,47.4573,-98.2370
Potter,45.0645,-99.9573
Sedgwick,40.8759,-102.3518
Quitman,31.8673,-85.0188
Divide,48.8149,-103.4872
Adams,46.0968,-102.5285
Eddy,47.7176,-98.9016
Garfield,46.4316,-117.5452
Jeff Davis,30.7154,-104.1400
Miner,44.0220,-97.6102
Highland,38.3623,-79.5685
Towner,48.6855,-99.2458
Culberson,31.4470,-104.5173
Dickens,33.6166,-100.7789
Cimarron,36.7483,-102.5177
Burke,48.7910,-102.5182
Robertson,38.5188,-84.0520
Wheatland,46.4663,-109.8445
Hoonah-Angoon,58.2884,-135.6430
Wichita,38.4821,-101.3474
Oldham,35.4050,-102.6029
Menard,30.8898,-99.8206
Keweenaw,47.6280,-88.4346
Garfield,41.9144,-98.9914
Mellette,43.5813,-100.7600
Stanton,37.5630,-101.7842
Jerauld,44.0663,-98.6296
Clark,37.2355,-99.8203
Buffalo,44.0763,-99.2049
Worth,40.4791,-94.4221
Gosper,40.5148,-99.8307
Cheyenne,38.8279,-102.6035
De Baca,34.3425,-104.4120
Judith Basin,47.0455,-110.2660
Oliver,47.1153,-101.3403
Armstrong,34.9649,-101.3574
Edwards,29.9827,-100.3047
Haakon,44.2944,-101.5400
Dundy,40.1762,-101.6880
Garden,41.6194,-102.3354
Dolores,37.7517,-108.5174
Gilliam,45.3782,-120.2108
Boyd,42.8997,-98.7665
Hodgeman,38.0875,-99.8979
Piute,38.3367,-112.1273
Eureka,39.9839,-116.2686
McCone,47.6452,-105.7954
Steele,47.4562,-97.7246
Golden Valley,46.9402,-103.8466
Meagher,46.5982,-110.8857
Deuel,41.1116,-102.3339
Comanche,37.1913,-99.2718
Logan,46.4573,-99.4774
Daniels,48.7838,-105.5485
Sherman,45.4052,-120.6894
Powder River,45.3950,-105.6302
Cottle,34.0777,-100.2788
Taliaferro,33.5661,-82.8788
Wallace,38.9167,-101.7636
Irion,31.3039,-100.9824
Lane,38.4813,-100.4664
Throckmorton,33.1775,-99.2124
Kiowa,38.4327,-102.7403
Campbell,45.7712,-100.0516
Glasscock,31.8694,-101.5208
Hyde,44.5473,-99.4871
Rock,42.4213,-99.4499
Wheeler,44.7261,-120.0276
Stonewall,33.1791,-100.2533
Motley,34.0741,-100.7798
Briscoe,34.5303,-101.2086
Jackson,40.6664,-106.3428
Carter,45.5168,-104.5362
Skagway,59.5630,-135.3363
Sioux,42.4877,-103.7589
Sheridan,47.5755,-100.3456
Sully,44.7156,-100.1322
Sterling,31.8279,-101.0500
Issaquena,32.7414,-90.9892
Foard,33.9746,-99.7780
Harding,45.5803,-103.4958
Prairie,46.8605,-105.3780
Alpine,38.5972,-119.8207
Greeley,38.4805,-101.8060
Lake and Peninsula,58.6547,-156.1892
Camas,43.4633,-114.8058
Garfield,47.2776,-106.9929
Wibaux,46.9653,-104.2490
Esmeralda,37.7847,-117.6323
Terrell,30.2250,-102.0765
Logan,41.5666,-100.4827
Hayes,40.5248,-101.0619
Billings,47.0236,-103.3763
Clark,44.2839,-112.3512
Keya Paha,42.8789,-99.7124
Jones,43.9606,-100.6897
Mineral,37.6689,-106.9241
Golden Valley,46.3812,-109.1751
Slope,46.4472,-103.4599
Roberts,35.8385,-100.8134
Hinsdale,37.8215,-107.3003
Hooker,41.9161,-101.1353
Bristol Bay,58.7439,-156.7000
McMullen,28.3527,-98.5678
Kent,33.1814,-100.7776
Grant,41.9150,-101.7405
Loup,41.9138,-99.4544
Wheeler,41.9148,-98.5282
Borden,32.7437,-101.4318
San Juan,37.7640,-107.6762
Banner,41.5460,-103.7105
Treasure,46.2115,-107.2716
Yakutat,59.8889,-140.3577
Daggett,40.8873,-109.5076
Thomas,41.9136,-100.5558
Blaine,41.9128,-99.9768
Petroleum,47.1176,-108.2502
Arthur,41.5689,-101.6958
Kalawao,21.1709,-156.9475
Harding,35.8579,-103.8202
McPherson,41.5682,-101.0604
Kenedy,26.9285,-97.7017
King,33.6165,-100.2558
Loving,31.8493,-103.5800
